position	functional_class	mitomap_class_loci	n_mitomap_class_loci	mitomap_all_loci	mitomap_all_descriptions	mitomap_source_revision	mitomap_source_url
9478	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9479	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9480	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9481	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9482	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9483	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9484	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9485	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9486	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9487	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9488	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9489	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9490	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9491	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9492	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9493	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9494	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9495	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9496	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9497	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9498	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9499	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9500	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9501	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9502	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9503	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9504	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9505	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9506	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9507	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9508	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9509	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9510	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9511	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9512	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9513	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9514	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9515	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9516	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9517	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9518	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9519	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9520	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9521	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9522	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9523	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9524	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9525	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9526	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9527	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9528	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9529	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9530	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9531	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9532	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9533	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9534	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9535	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9536	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9537	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9538	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9539	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9540	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9541	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9542	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9543	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9544	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9545	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9546	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9547	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9548	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9549	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9550	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9551	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9552	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9553	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9554	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9555	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9556	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9557	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9558	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9559	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9560	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9561	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9562	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9563	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9564	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9565	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9566	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9567	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9568	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9569	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9570	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9571	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9572	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9573	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9574	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9575	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9576	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9577	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9578	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9579	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9580	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9581	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9582	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9583	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9584	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9585	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9586	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9587	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9588	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9589	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9590	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9591	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9592	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9593	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9594	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9595	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9596	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9597	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9598	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9599	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9600	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9601	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9602	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9603	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9604	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9605	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9606	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9607	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9608	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9609	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9610	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9611	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9612	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9613	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9614	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9615	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9616	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9617	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9618	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9619	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9620	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9621	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9622	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9623	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9624	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9625	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9626	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9627	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9628	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9629	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9630	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9631	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9632	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9633	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9634	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9635	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9636	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9637	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9638	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9639	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
